hanzi,trad,simp,pinyin,toneless,tone,zhuyin
奔,奔,奔,bēn,ben,1,ㄅㄣ
鋥,鋥,锃,zhèng,zheng,4,ㄓㄥ
瑇,瑇,瑇,dài,dai,4,ㄉㄞ
榏,榏,榏,yì,yi,4,ㄧ
诤,諍,诤,zhēng,zheng,1,ㄓㄥ
痐,痐,痐,húi,hui,2,ㄏㄨㄟ
輧,輧,輧,pián,pian,2,ㄆㄧㄢ
攆,攆,撵,niǎn,nian,3,ㄋㄧㄢ
犨,犨,犨,chōu,chou,1,ㄔㄡ
䡰,䡰,䡰,kěng,keng,3,ㄎㄥ
尩,尩,尩,wāng,wang,1,ㄨㄤ
仆,僕,仆,pū,pu,1,ㄆㄨ
䬾,䬾,䬾,tí,ti,2,ㄊㄧ
鳓,鰳,鳓,lè,le,4,ㄌㄜ
僋,僋,僋,tàn,tan,4,ㄊㄢ
鈛,鈛,鈛,guō,guo,1,ㄍㄨㄛ
呞,呞,呞,shī,shi,1,ㄕ
鳫,鳫,鳫,yàn,yan,4,ㄧㄢ
䑿,䑿,䑿,sù,su,4,ㄙㄨ
吐,吐,吐,tǔ,tu,3,ㄊㄨ
櫜,櫜,櫜,gāo,gao,1,ㄍㄠ
酆,酆,酆,fēng,feng,1,ㄈㄥ
㳏,㳏,㳏,chǐ,chi,3,ㄔ
䟭,䟭,䟭,tiáo,tiao,2,ㄊㄧㄠ
缺,缺,缺,quē,que,1,ㄑㄩㄝ
坦,坦,坦,tǎn,tan,3,ㄊㄢ
珨,珨,珨,xiá,xia,2,ㄒㄧㄚ
㭾,㭾,㭾,jué,jue,2,ㄐㄩㄝ
琂,琂,琂,yán,yan,2,ㄧㄢ
疿,疿,疿,fèi,fei,4,ㄈㄟ
璭,璭,璭,gùn,gun,4,ㄍㄨㄣ
㥌,㥌,㥌,jú,ju,2,ㄐㄩ
䘌,䘌,䘌,nì,ni,4,ㄋㄧ
畬,畬,畬,yú,yu,2,ㄩ
瞃,瞃,瞃,wēn,wen,1,ㄨㄣ
偨,偨,偨,cī,ci,1,ㄘ
呪,呪,呪,zhòu,zhou,4,ㄓㄡ
鏉,鏉,鏉,shòu,shou,4,ㄕㄡ
鿹,鿹,鿹,鿹,鿹,,
莂,莂,莂,bié,bie,2,ㄅㄧㄝ
纔,纔,才,cái,cai,2,ㄘㄞ
銇,銇,銇,lèi,lei,4,ㄌㄟ
䨕,䨕,䨕,䨕,䨕,,
袜,襪,袜,wà,wa,4,ㄨㄚ
㪠,㪠,㪠,qiàn,qian,4,ㄑㄧㄢ
毪,毪,毪,mú,mu,2,ㄇㄨ
艘,艘,艘,sāo,sao,1,ㄙㄠ
詜,詜,詜,tāo,tao,1,ㄊㄠ
㰂,㰂,㰂,shěn,shen,3,ㄕㄣ
璊,璊,璊,mén,men,2,ㄇㄣ
締,締,缔,dì,di,4,ㄉㄧ
累,纍,累,lèi,lei,4,ㄌㄟ
鍤,鍤,锸,chá,cha,2,ㄔㄚ
㛐,㛐,㛐,sǒu,sou,3,ㄙㄡ
浌,浌,浌,浌,浌,,
滁,滁,滁,chú,chu,2,ㄔㄨ
轂,轂,毂,gǔ,gu,3,ㄍㄨ
穛,穛,穛,zhuō,zhuo,1,ㄓㄨㄛ
昌,昌,昌,chāng,chang,1,ㄔㄤ
姅,姅,姅,bàn,ban,4,ㄅㄢ
泽,澤,泽,zé,ze,2,ㄗㄜ
攑,攑,攑,qiān,qian,1,ㄑㄧㄢ
媰,媰,媰,zōu,zou,1,ㄗㄡ
䛮,䛮,䛮,jìu,jiu,4,ㄐㄧㄡ
峫,峫,峫,yé,ye,2,ㄧㄝ
袙,袙,袙,pà,pa,4,ㄆㄚ
偰,偰,偰,xiè,xie,4,ㄒㄧㄝ
軁,軁,軁,lóu,lou,2,ㄌㄡ
洔,洔,洔,zhǐ,zhi,3,ㄓ
鬚,鬚,须,xū,xu,1,ㄒㄩ
鍵,鍵,键,jiàn,jian,4,ㄐㄧㄢ
䕴,䕴,䕴,zhuó,zhuo,2,ㄓㄨㄛ
踬,躓,踬,zhì,zhi,4,ㄓ
辔,轡,辔,pèi,pei,4,ㄆㄟ
欸,欸,欸,ǎi,ai,3,ㄞ
菾,菾,菾,tián,tian,2,ㄊㄧㄢ
䮃,䮃,䮃,䮃,䮃,,
杝,杝,杝,yí,yi,2,ㄧ
顎,顎,颚,è,e,4,ㄜ
嘀,嘀,嘀,dí,di,2,ㄉㄧ
䃲,䃲,䃲,pán,pan,2,ㄆㄢ
䘓,䘓,䘓,kàn,kan,4,ㄎㄢ
蜫,蜫,蜫,kūn,kun,1,ㄎㄨㄣ
权,權,权,quán,quan,2,ㄑㄩㄢ
墩,墩,墩,dūn,dun,1,ㄉㄨㄣ
讻,訩,讻,xiōng,xiong,1,ㄒㄩㄥ
㪴,㪴,㪴,jiá,jia,2,ㄐㄧㄚ
潽,潽,潽,pǔ,pu,3,ㄆㄨ
鏣,鏣,鏣,shù,shu,4,ㄕㄨ
㲍,㲍,㲍,㲍,㲍,,
䫏,䫏,䫏,䫏,䫏,,
䏎,䏎,䏎,féng,feng,2,ㄈㄥ
䝧,䝧,䝧,mén,men,2,ㄇㄣ
遊,遊,游,yóu,you,2,ㄧㄡ
挸,挸,挸,jiǎn,jian,3,ㄐㄧㄢ
樷,樷,樷,cōng,cong,1,ㄘㄨㄥ
䅤,䅤,䅤,qì,qi,4,ㄑㄧ
灍,灍,灍,què,que,4,ㄑㄩㄝ
麮,麮,麮,qù,qu,4,ㄑㄩ
犆,犆,犆,zhí,zhi,2,ㄓ
㒹,㒹,㒹,㒹,㒹,,
䠳,䠳,䠳,䠳,䠳,,
黵,黵,黵,dǎn,dan,3,ㄉㄢ
雃,雃,雃,yǎ,ya,3,ㄧㄚ
啉,啉,啉,lán,lan,2,ㄌㄢ
鴑,鴑,鴑,nú,nu,2,ㄋㄨ
䞹,䞹,䞹,huáng,huang,2,ㄏㄨㄤ
龫,龫,龫,龫,龫,,
枟,枟,枟,yùn,yun,4,ㄩㄣ
伨,伨,伨,xùn,xun,4,ㄒㄩㄣ
䧰,䧰,䧰,hùn,hun,4,ㄏㄨㄣ
琺,琺,珐,fà,fa,4,ㄈㄚ
曒,曒,曒,jiǎo,jiao,3,ㄐㄧㄠ
釖,釖,釖,dāo,dao,1,ㄉㄠ
臔,臔,臔,xiàn,xian,4,ㄒㄧㄢ
稰,稰,稰,xū,xu,1,ㄒㄩ
竿,竿,竿,gān,gan,1,ㄍㄢ
坂,阪,坂,bǎn,ban,3,ㄅㄢ
䐞,䐞,䐞,ruò,ruo,4,ㄖㄨㄛ
漦,漦,漦,lí,li,2,ㄌㄧ
䢙,䢙,䢙,bài,bai,4,ㄅㄞ
䌴,䌴,䌴,luò,luo,4,ㄌㄨㄛ
糶,糶,粜,tiào,tiao,4,ㄊㄧㄠ
䐩,䐩,䐩,kǎi,kai,3,ㄎㄞ
鼜,鼜,鼜,qì,qi,4,ㄑㄧ
煐,煐,煐,yīng,ying,1,ㄧㄥ
妈,媽,妈,mā,ma,1,ㄇㄚ
㓅,㓅,㓅,㓅,㓅,,
抝,抝,抝,ǎo,ao,3,ㄠ
琐,瑣,琐,suǒ,suo,3,ㄙㄨㄛ
䗚,䗚,䗚,bó,bo,2,ㄅㄛ
皨,皨,皨,xīng,xing,1,ㄒㄧㄥ
熵,熵,熵,shāng,shang,1,ㄕㄤ
箬,箬,箬,ruò,ruo,4,ㄖㄨㄛ
鸰,鴒,鸰,líng,ling,2,ㄌㄧㄥ
賩,賩,賩,cóng,cong,2,ㄘㄨㄥ
摸,摸,摸,mō,mo,1,ㄇㄛ
駄,駄,駄,tuó,tuo,2,ㄊㄨㄛ
储,儲,储,chǔ,chu,3,ㄔㄨ
䔟,䔟,䔟,chí,chi,2,ㄔ
槳,槳,桨,jiǎng,jiang,3,ㄐㄧㄤ
卣,卣,卣,yǒu,you,3,ㄧㄡ
䝗,䝗,䝗,䝗,䝗,,
周,周,周,zhōu,zhou,1,ㄓㄡ
熊,熊,熊,xióng,xiong,2,ㄒㄩㄥ
未,未,未,wèi,wei,4,ㄨㄟ
讥,譏,讥,jī,ji,1,ㄐㄧ
惬,愜,惬,qiè,qie,4,ㄑㄧㄝ
垚,垚,垚,yáo,yao,2,ㄧㄠ
繤,繤,繤,zuǎn,zuan,3,ㄗㄨㄢ
的,的,的,de,de,5,ㄉㄜ
鸉,鸉,鸉,yáng,yang,2,ㄧㄤ
骏,駿,骏,jùn,jun,4,ㄐㄩㄣ
溋,溋,溋,溋,溋,,
㚜,㚜,㚜,xù,xu,4,ㄒㄩ
慍,慍,愠,yùn,yun,4,ㄩㄣ
绺,綹,绺,lǐu,liu,3,ㄌㄧㄡ
䁣,䁣,䁣,chuán,chuan,2,ㄔㄨㄢ
鴜,鴜,鴜,zī,zi,1,ㄗ
㦩,㦩,㦩,yǐn,yin,3,ㄧㄣ
祁,祁,祁,qí,qi,2,ㄑㄧ
韊,韊,韊,lán,lan,2,ㄌㄢ
噠,噠,哒,dā,da,1,ㄉㄚ
轏,轏,轏,zhàn,zhan,4,ㄓㄢ
嶥,嶥,嶥,jué,jue,2,ㄐㄩㄝ
怈,怈,怈,yì,yi,4,ㄧ
鵮,鵮,鹐,qiān,qian,1,ㄑㄧㄢ
尿,尿,尿,niào,niao,4,ㄋㄧㄠ
鏲,鏲,鏲,鏲,鏲,,
曔,曔,曔,jìng,jing,4,ㄐㄧㄥ
哇,哇,哇,wā,wa,1,ㄨㄚ
㤽,㤽,㤽,chóu,chou,2,ㄔㄡ
嶀,嶀,嶀,tū,tu,1,ㄊㄨ
軌,軌,轨,gǔi,gui,3,ㄍㄨㄟ
化,化,化,huà,hua,4,ㄏㄨㄚ
䳷,䳷,䳷,cóng,cong,2,ㄘㄨㄥ
㠯,㠯,㠯,yǐ,yi,3,ㄧ
液,液,液,yè,ye,4,ㄧㄝ
䜽,䜽,䜽,yú,yu,2,ㄩ
跹,躚,跹,xiān,xian,1,ㄒㄧㄢ
麺,麺,麺,miàn,mian,4,ㄇㄧㄢ
嘕,嘕,嘕,xiān,xian,1,ㄒㄧㄢ
鎝,鎝,鎝,sà,sa,4,ㄙㄚ
啯,啯,啯,guo,guo,5,ㄍㄨㄛ
栅,柵,栅,zhà,zha,4,ㄓㄚ
鲮,鯪,鲮,líng,ling,2,ㄌㄧㄥ
檯,檯,台,tái,tai,2,ㄊㄞ
盗,盜,盗,dào,dao,4,ㄉㄠ
鍙,鍙,鍙,hòng,hong,4,ㄏㄨㄥ
闳,閎,闳,hóng,hong,2,ㄏㄨㄥ
㹉,㹉,㹉,yuán,yuan,2,ㄩㄢ
䈣,䈣,䈣,zhèng,zheng,4,ㄓㄥ
栳,栳,栳,lǎo,lao,3,ㄌㄠ
梔,梔,栀,zhī,zhi,1,ㄓ
哺,哺,哺,bǔ,bu,3,ㄅㄨ
耠,耠,耠,hé,he,2,ㄏㄜ
鋆,鋆,鋆,yún,yun,2,ㄩㄣ
嶓,嶓,嶓,bō,bo,1,ㄅㄛ
鋦,鋦,锔,jū,ju,1,ㄐㄩ
猤,猤,猤,jì,ji,4,ㄐㄧ
峏,峏,峏,ěr,er,3,ㄦ
粨,粨,粨,bǎi,bai,3,ㄅㄞ
温,溫,温,wēn,wen,1,ㄨㄣ
諡,諡,谥,shì,shi,4,ㄕ
䉞,䉞,䉞,dǎn,dan,3,ㄉㄢ
赚,賺,赚,zhuàn,zhuan,4,ㄓㄨㄢ
㺝,㺝,㺝,jiàn,jian,4,ㄐㄧㄢ
亅,亅,亅,jué,jue,2,ㄐㄩㄝ
湞,湞,浈,chéng,cheng,2,ㄔㄥ
唧,唧,唧,jī,ji,1,ㄐㄧ
㠮,㠮,㠮,㠮,㠮,,
暉,暉,晖,hūi,hui,1,ㄏㄨㄟ
䴂,䴂,䴂,hàng,hang,4,ㄏㄤ
煗,煗,煗,nuǎn,nuan,3,ㄋㄨㄢ
䵎,䵎,䵎,䵎,䵎,,
湏,湏,湏,hùi,hui,4,ㄏㄨㄟ
驟,驟,骤,zòu,zou,4,ㄗㄡ
䆚,䆚,䆚,tóng,tong,2,ㄊㄨㄥ
鋍,鋍,鋍,bó,bo,2,ㄅㄛ
㹐,㹐,㹐,chóng,chong,2,ㄔㄨㄥ
燉,燉,炖,dùn,dun,4,ㄉㄨㄣ
䎓,䎓,䎓,tà,ta,4,ㄊㄚ
劮,劮,劮,yì,yi,4,ㄧ
㦁,㦁,㦁,lián,lian,2,ㄌㄧㄢ
麐,麐,麐,lín,lin,2,ㄌㄧㄣ
艪,艪,艪,lǔ,lu,3,ㄌㄨ
痏,痏,痏,wěi,wei,3,ㄨㄟ
磁,磁,磁,cí,ci,2,ㄘ
䵬,䵬,䵬,tà,ta,4,ㄊㄚ
蟌,蟌,蟌,cōng,cong,1,ㄘㄨㄥ
缞,縗,缞,shuāi,shuai,1,ㄕㄨㄞ
磾,磾,磾,dī,di,1,ㄉㄧ
㭟,㭟,㭟,gǒng,gong,3,ㄍㄨㄥ
瑈,瑈,瑈,róu,rou,2,ㄖㄡ
猏,猏,猏,jiān,jian,1,ㄐㄧㄢ
嬽,嬽,嬽,yuān,yuan,1,ㄩㄢ
䀀,䀀,䀀,fán,fan,2,ㄈㄢ
什,什,什,shí,shi,2,ㄕ
骥,驥,骥,jì,ji,4,ㄐㄧ
㽚,㽚,㽚,chì,chi,4,ㄔ
兔,兔,兔,tù,tu,4,ㄊㄨ
鞿,鞿,鞿,jī,ji,1,ㄐㄧ
豢,豢,豢,huàn,huan,4,ㄏㄨㄢ
绣,綉,绣,xìu,xiu,4,ㄒㄧㄡ
嵱,嵱,嵱,yǒng,yong,3,ㄩㄥ
渲,渲,渲,xuàn,xuan,4,ㄒㄩㄢ
勢,勢,势,shì,shi,4,ㄕ
㐡,㐡,㐡,nuò,nuo,4,ㄋㄨㄛ
髋,髖,髋,kuān,kuan,1,ㄎㄨㄢ
知,知,知,zhī,zhi,1,ㄓ
勚,勩,勚,yì,yi,4,ㄧ
疎,疎,疎,shū,shu,1,ㄕㄨ
墰,墰,墰,tán,tan,2,ㄊㄢ
矋,矋,矋,lì,li,4,ㄌㄧ
鶮,鶮,鶮,gù,gu,4,ㄍㄨ
換,換,换,huàn,huan,4,ㄏㄨㄢ
漈,漈,漈,jì,ji,4,ㄐㄧ
埚,堝,埚,guō,guo,1,ㄍㄨㄛ
岔,岔,岔,chà,cha,4,ㄔㄚ
喂,喂,喂,wèi,wei,4,ㄨㄟ
鯀,鯀,鲧,gǔn,gun,3,ㄍㄨㄣ
䜌,䜌,䜌,luán,luan,2,ㄌㄨㄢ
攳,攳,攳,xín,xin,2,ㄒㄧㄣ
耝,耝,耝,chú,chu,2,ㄔㄨ
㭊,㭊,㭊,㭊,㭊,,
词,詞,词,cí,ci,2,ㄘ
挻,挻,挻,shān,shan,1,ㄕㄢ
到,到,到,dào,dao,4,ㄉㄠ
㰄,㰄,㰄,jiàn,jian,4,ㄐㄧㄢ
鬶,鬶,鬶,gūi,gui,1,ㄍㄨㄟ
䒄,䒄,䒄,bó,bo,2,ㄅㄛ
醓,醓,醓,tǎn,tan,3,ㄊㄢ
脴,脴,脴,pǐ,pi,3,ㄆㄧ
䍷,䍷,䍷,gùi,gui,4,ㄍㄨㄟ
鬀,鬀,鬀,tì,ti,4,ㄊㄧ
栒,栒,栒,xún,xun,2,ㄒㄩㄣ
劃,劃,划,huà,hua,4,ㄏㄨㄚ
灷,灷,灷,zhuàn,zhuan,4,ㄓㄨㄢ
謮,謮,謮,zé,ze,2,ㄗㄜ
钒,釩,钒,fán,fan,2,ㄈㄢ
颤,顫,颤,zhàn,zhan,4,ㄓㄢ
㟣,㟣,㟣,㟣,㟣,,
碮,碮,碮,tí,ti,2,ㄊㄧ
茖,茖,茖,gé,ge,2,ㄍㄜ
䕊,䕊,䕊,tán,tan,2,ㄊㄢ
嫨,嫨,嫨,hān,han,1,ㄏㄢ
恹,懨,恹,yàn,yan,4,ㄧㄢ
摠,摠,摠,zǒng,zong,3,ㄗㄨㄥ
鄨,鄨,鄨,bì,bi,4,ㄅㄧ
㗛,㗛,㗛,xiào,xiao,4,ㄒㄧㄠ
嗋,嗋,嗋,xié,xie,2,ㄒㄧㄝ
鵜,鵜,鹈,tí,ti,2,ㄊㄧ
寂,寂,寂,jì,ji,4,ㄐㄧ
饵,餌,饵,ěr,er,3,ㄦ
藿,藿,藿,huò,huo,4,ㄏㄨㄛ
骞,騫,骞,qiān,qian,1,ㄑㄧㄢ
闹,鬧,闹,nào,nao,4,ㄋㄠ
㺼,㺼,㺼,㺼,㺼,,
甸,甸,甸,diàn,dian,4,ㄉㄧㄢ
淞,淞,淞,sōng,song,1,ㄙㄨㄥ
臫,臫,臫,jiǎo,jiao,3,ㄐㄧㄠ
縪,縪,縪,bì,bi,4,ㄅㄧ
腾,騰,腾,téng,teng,2,ㄊㄥ
匘,匘,匘,nǎo,nao,3,ㄋㄠ
望,望,望,wàng,wang,4,ㄨㄤ
㖡,㖡,㖡,yè,ye,4,ㄧㄝ
檷,檷,檷,mí,mi,2,ㄇㄧ
篅,篅,篅,chúi,chui,2,ㄔㄨㄟ
逇,逇,逇,dùn,dun,4,ㄉㄨㄣ
㖻,㖻,㖻,róu,rou,2,ㄖㄡ
鍃,鍃,鍃,huō,huo,1,ㄏㄨㄛ
㩚,㩚,㩚,méng,meng,2,ㄇㄥ
防,防,防,fáng,fang,2,ㄈㄤ
踀,踀,踀,chù,chu,4,ㄔㄨ
澧,澧,澧,lǐ,li,3,ㄌㄧ
陿,陿,陿,shǎn,shan,3,ㄕㄢ
洓,洓,洓,suǒ,suo,3,ㄙㄨㄛ
阢,阢,阢,wù,wu,4,ㄨ
㒜,㒜,㒜,yú,yu,2,ㄩ
禘,禘,禘,dì,di,4,ㄉㄧ
二,二,二,èr,er,4,ㄦ
槊,槊,槊,shuò,shuo,4,ㄕㄨㄛ
瞅,瞅,瞅,chǒu,chou,3,ㄔㄡ
㽹,㽹,㽹,fàn,fan,4,ㄈㄢ
荐,薦,荐,jiàn,jian,4,ㄐㄧㄢ
㸕,㸕,㸕,jué,jue,2,ㄐㄩㄝ
沁,沁,沁,qìn,qin,4,ㄑㄧㄣ
兪,兪,兪,yú,yu,2,ㄩ
䰶,䰶,䰶,䰶,䰶,,
勹,勹,勹,bāo,bao,1,ㄅㄠ
槤,槤,槤,lián,lian,2,ㄌㄧㄢ
列,列,列,liè,lie,4,ㄌㄧㄝ
橿,橿,橿,jiāng,jiang,1,ㄐㄧㄤ
㐪,㐪,㐪,㐪,㐪,,
鉔,鉔,鉔,zā,za,1,ㄗㄚ
䫠,䫠,䫠,péi,pei,2,ㄆㄟ
㧓,㧓,㧓,㧓,㧓,,
鐓,鐓,镦,dùi,dui,4,ㄉㄨㄟ
暽,暽,暽,lín,lin,2,ㄌㄧㄣ
覷,覷,觑,qù,qu,4,ㄑㄩ
妎,妎,妎,xiè,xie,4,ㄒㄧㄝ
㳺,㳺,㳺,yóu,you,2,ㄧㄡ
埳,埳,埳,kǎn,kan,3,ㄎㄢ
䀛,䀛,䀛,mèi,mei,4,ㄇㄟ
擆,擆,擆,zhuó,zhuo,2,ㄓㄨㄛ
崮,崮,崮,gù,gu,4,ㄍㄨ
獣,獣,獣,獣,獣,,
䕳,䕳,䕳,mí,mi,2,ㄇㄧ
汁,汁,汁,zhī,zhi,1,ㄓ
縥,縥,縥,zhěn,zhen,3,ㄓㄣ
疷,疷,疷,qí,qi,2,ㄑㄧ
壈,壈,壈,lǎn,lan,3,ㄌㄢ
觻,觻,觻,lù,lu,4,ㄌㄨ
芖,芖,芖,zhì,zhi,4,ㄓ
耀,耀,耀,yào,yao,4,ㄧㄠ
䓑,䓑,䓑,bǐng,bing,3,ㄅㄧㄥ
禄,祿,禄,lù,lu,4,ㄌㄨ
䦼,䦼,䦼,jué,jue,2,ㄐㄩㄝ
攐,攐,攐,qiān,qian,1,ㄑㄧㄢ
穜,穜,穜,tóng,tong,2,ㄊㄨㄥ
㢸,㢸,㢸,bì,bi,4,ㄅㄧ
峛,峛,峛,lǐ,li,3,ㄌㄧ
澿,澿,澿,qín,qin,2,ㄑㄧㄣ
苊,苊,苊,è,e,4,ㄜ
兑,兌,兑,dùi,dui,4,ㄉㄨㄟ
法,法,法,fǎ,fa,3,ㄈㄚ
卯,卯,卯,mǎo,mao,3,ㄇㄠ
惓,惓,惓,quán,quan,2,ㄑㄩㄢ
貗,貗,貗,jù,ju,4,ㄐㄩ
惡,惡,恶,è,e,4,ㄜ
彁,彁,彁,彁,彁,,
镦,鐓,镦,dùi,dui,4,ㄉㄨㄟ
腤,腤,腤,ān,an,1,ㄢ
蕘,蕘,荛,ráo,rao,2,ㄖㄠ
䩱,䩱,䩱,shù,shu,4,ㄕㄨ
琨,琨,琨,kūn,kun,1,ㄎㄨㄣ
澌,澌,澌,sī,si,1,ㄙ
繑,繑,繑,qiāo,qiao,1,ㄑㄧㄠ
氜,氜,氜,rì,ri,4,ㄖ
汨,汨,汨,mì,mi,4,ㄇㄧ
䶞,䶞,䶞,qí,qi,2,ㄑㄧ
錸,錸,铼,lái,lai,2,ㄌㄞ
揿,撳,揿,qìn,qin,4,ㄑㄧㄣ
紂,紂,纣,zhòu,zhou,4,ㄓㄡ
蝔,蝔,蝔,jiē,jie,1,ㄐㄧㄝ
泿,泿,泿,yín,yin,2,ㄧㄣ
臇,臇,臇,juǎn,juan,3,ㄐㄩㄢ
㶅,㶅,㶅,xué,xue,2,ㄒㄩㄝ
㢾,㢾,㢾,juàn,juan,4,ㄐㄩㄢ
忄,忄,忄,忄,忄,,
炌,炌,炌,kài,kai,4,ㄎㄞ
剝,剝,剥,bō,bo,1,ㄅㄛ
㲵,㲵,㲵,㲵,㲵,,
蠳,蠳,蠳,yīng,ying,1,ㄧㄥ
粣,粣,粣,cè,ce,4,ㄘㄜ
瞚,瞚,瞚,shùn,shun,4,ㄕㄨㄣ
矣,矣,矣,yǐ,yi,3,ㄧ
壑,壑,壑,hè,he,4,ㄏㄜ
仉,仉,仉,zhǎng,zhang,3,ㄓㄤ
偋,偋,偋,bǐng,bing,3,ㄅㄧㄥ
䊿,䊿,䊿,bó,bo,2,ㄅㄛ
贏,贏,赢,yíng,ying,2,ㄧㄥ
堧,堧,堧,ruán,ruan,2,ㄖㄨㄢ
螿,螿,螀,jiāng,jiang,1,ㄐㄧㄤ
忟,忟,忟,mín,min,2,ㄇㄧㄣ
沘,沘,沘,bǐ,bi,3,ㄅㄧ
艛,艛,艛,lóu,lou,2,ㄌㄡ
冘,冘,冘,yín,yin,2,ㄧㄣ
漭,漭,漭,mǎng,mang,3,ㄇㄤ
舜,舜,舜,shùn,shun,4,ㄕㄨㄣ
襹,襹,襹,shī,shi,1,ㄕ
邙,邙,邙,máng,mang,2,ㄇㄤ
䃬,䃬,䃬,wěi,wei,3,ㄨㄟ
㨡,㨡,㨡,hún,hun,2,ㄏㄨㄣ
语,語,语,yǔ,yu,3,ㄩ
頚,頚,頚,jǐng,jing,3,ㄐㄧㄥ
襏,襏,袯,bó,bo,2,ㄅㄛ
㿑,㿑,㿑,yào,yao,4,ㄧㄠ
惌,惌,惌,yuān,yuan,1,ㄩㄢ
艒,艒,艒,mào,mao,4,ㄇㄠ
氆,氆,氆,pǔ,pu,3,ㄆㄨ
䐡,䐡,䐡,qí,qi,2,ㄑㄧ
窫,窫,窫,yà,ya,4,ㄧㄚ
䵗,䵗,䵗,fú,fu,2,ㄈㄨ
㾰,㾰,㾰,hú,hu,2,ㄏㄨ
咁,咁,咁,咁,咁,,
氒,氒,氒,jué,jue,2,ㄐㄩㄝ
聹,聹,聍,níng,ning,2,ㄋㄧㄥ
翢,翢,翢,tāo,tao,1,ㄊㄠ
駥,駥,駥,róng,rong,2,ㄖㄨㄥ
㓍,㓍,㓍,㓍,㓍,,
銫,銫,铯,sè,se,4,ㄙㄜ
貘,貘,貘,mò,mo,4,ㄇㄛ
瘇,瘇,瘇,zhǒng,zhong,3,ㄓㄨㄥ
籪,籪,簖,duàn,duan,4,ㄉㄨㄢ
㼔,㼔,㼔,㼔,㼔,,
㸄,㸄,㸄,jì,ji,4,ㄐㄧ
㥪,㥪,㥪,lóu,lou,2,ㄌㄡ
磵,磵,磵,jiàn,jian,4,ㄐㄧㄢ
趧,趧,趧,tí,ti,2,ㄊㄧ
殗,殗,殗,yè,ye,4,ㄧㄝ
伇,伇,伇,yì,yi,4,ㄧ
蠦,蠦,蠦,lú,lu,2,ㄌㄨ
铁,鐵,铁,tiě,tie,3,ㄊㄧㄝ
䵶,䵶,䵶,qú,qu,2,ㄑㄩ
堝,堝,埚,guō,guo,1,ㄍㄨㄛ
稆,穭,稆,lǚ,lü,3,ㄌㄩ
犕,犕,犕,bèi,bei,4,ㄅㄟ
皧,皧,皧,ài,ai,4,ㄞ
齁,齁,齁,hōu,hou,1,ㄏㄡ
瓾,瓾,瓾,měng,meng,3,ㄇㄥ
捶,捶,捶,chúi,chui,2,ㄔㄨㄟ
阧,阧,阧,dǒu,dou,3,ㄉㄡ
龱,龱,龱,龱,龱,,
䦌,䦌,䦌,chù,chu,4,ㄔㄨ
㟮,㟮,㟮,㟮,㟮,,
㷅,㷅,㷅,chǎo,chao,3,ㄔㄠ
簮,簮,簮,zān,zan,1,ㄗㄢ
編,編,编,biān,bian,1,ㄅㄧㄢ
滏,滏,滏,fǔ,fu,3,ㄈㄨ
撳,撳,揿,qìn,qin,4,ㄑㄧㄣ
躥,躥,蹿,cuān,cuan,1,ㄘㄨㄢ
悪,悪,悪,è,e,4,ㄜ
跪,跪,跪,gùi,gui,4,ㄍㄨㄟ
苴,苴,苴,jū,ju,1,ㄐㄩ
誮,誮,誮,誮,誮,,
蓹,蓹,蓹,yǔ,yu,3,ㄩ
锳,鍈,锳,yīng,ying,1,ㄧㄥ
䯸,䯸,䯸,cì,ci,4,ㄘ
恟,恟,恟,xiōng,xiong,1,ㄒㄩㄥ
玉,玉,玉,yù,yu,4,ㄩ
䫿,䫿,䫿,䫿,䫿,,
拶,拶,拶,zǎn,zan,3,ㄗㄢ
䵻,䵻,䵻,gǔ,gu,3,ㄍㄨ
䧳,䧳,䧳,cí,ci,2,ㄘ
爽,爽,爽,shuǎng,shuang,3,ㄕㄨㄤ
㧹,㧹,㧹,tè,te,4,ㄊㄜ
㦻,㦻,㦻,xí,xi,2,ㄒㄧ
呌,呌,呌,jiào,jiao,4,ㄐㄧㄠ
為,為,为,wèi,wei,4,ㄨㄟ
檉,檉,柽,chēng,cheng,1,ㄔㄥ
唡,啢,唡,liǎng,liang,3,ㄌㄧㄤ
鯔,鯔,鲻,zī,zi,1,ㄗ
鱬,鱬,鱬,rú,ru,2,ㄖㄨ
硒,硒,硒,xī,xi,1,ㄒㄧ
蔱,蔱,蔱,shā,sha,1,ㄕㄚ
渐,漸,渐,jiàn,jian,4,ㄐㄧㄢ
朾,朾,朾,tíng,ting,2,ㄊㄧㄥ
鿕,鿕,鿕,鿕,鿕,,
䡭,䡭,䡭,䡭,䡭,,
挖,挖,挖,wā,wa,1,ㄨㄚ
瘕,瘕,瘕,jiǎ,jia,3,ㄐㄧㄚ
㥛,㥛,㥛,jí,ji,2,ㄐㄧ
䐛,䐛,䐛,䐛,䐛,,
䕎,䕎,䕎,fú,fu,2,ㄈㄨ
說,說,说,shuō,shuo,1,ㄕㄨㄛ
坢,坢,坢,pǎn,pan,3,ㄆㄢ
姕,姕,姕,zī,zi,1,ㄗ
锲,鍥,锲,qiè,qie,4,ㄑㄧㄝ
䯣,䯣,䯣,gùi,gui,4,ㄍㄨㄟ
稭,稭,稭,jiē,jie,1,ㄐㄧㄝ
荰,荰,荰,dù,du,4,ㄉㄨ
